danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,names,cluster
0.853,0.908,-5.962,0.0943,0.25,0.00114,0.0605,0.714,114.986,2qdwZPTNCHb8DXfQin53WK,146129,Back to Back,0
0.782,0.529,-8.626,0.0592,0.509,1.42e-06,0.413,0.44,112.014,10y7iW3rc8bzGbhAC3mNPA,156429,Are you there?,0
0.598,0.765,-4.93,0.323,0.275,0.0,0.0225,0.844,84.978,5FzsdlFgAFN1aSe9YwoN6s,144189,Marhaba,0
0.502,0.634,-3.367,0.144,0.677,0.0341,0.188,0.645,101.837,13VXuHw3O8Yt7VwRIDqSo4,219628,MMS,2
0.374,0.705,-8.37,0.145,0.172,0.0,0.14,0.718,197.98,3MldGIMtPcupNBI4Dnxolr,193567,Constantly,2
0.49,0.651,-6.259,0.138,0.714,7.59e-06,0.108,0.567,67.813,5Wxkvvb6pLky16pwq4gBI3,180594,Dealer,2
0.455,0.812,-3.455,0.211,0.372,0.0,0.199,0.823,100.049,2irQkcW7o3v0tZoGZrtUsO,184249,Favourite Girl (with Rema),2
0.578,0.52,-8.399,0.151,0.554,3.38e-06,0.124,0.425,95.865,2GSK9VfsKWpVOV6ZzKiMA4,154579,Alone - Remix,0
0.754,0.841,-4.563,0.0921,0.136,0.0,0.0903,0.838,147.989,7ySC0IjVS1PMEdsZOvsUK2,137684,OZEBA,0
0.773,0.526,-8.686,0.0937,0.0876,0.000709,0.235,0.839,116.966,1N8G6PUj14v0VG8evbRSxp,137631,Higher,0
0.755,0.675,-6.973,0.0918,0.512,1.41e-06,0.117,0.783,112.049,0Q1bMs3xLQiDEeaneehdxv,182143,Remember,2
0.821,0.619,-9.496,0.102,0.0286,4.93e-06,0.118,0.388,115.949,0UJMgRVNBrnMmAeZ8p1iMc,168103,Aquafina,0
0.527,0.501,-7.81,0.239,0.712,4.15e-05,0.123,0.479,96.529,37PVItglTwpHi9nq0ftOjg,153099,Alone (feat. BhadBoi OML),0
0.869,0.64,-7.677,0.0424,0.011,0.00119,0.0747,0.535,112.984,1qxKva4IzWde7m2jLpZvDU,172598,Active,2
0.508,0.592,-7.802,0.236,0.387,7.64e-05,0.183,0.601,93.064,2lJ0B3dBT7nv0uNvu1zY8J,207158,Abanikanda,2
0.722,0.619,-7.251,0.176,0.489,6.92e-05,0.373,0.815,110.002,1oFabnkoJ01ksmSmyjELDl,159273,Where I’m from,0
0.534,0.691,-8.121,0.428,0.421,6.88e-05,0.155,0.343,203.894,5hphSVebVxTpDfrk09W0hS,164317,Doha,0
0.741,0.381,-11.531,0.339,0.64,0.0,0.149,0.625,140.015,4G5IYu1QYKo7DeSecKtNXA,154200,7 DAYS,0
0.78,0.652,-6.548,0.143,0.64,0.0,0.156,0.577,113.988,52Krs3LCqtcfeiWUvhxncK,206000,POE,2
0.548,0.505,-7.202,0.0669,0.922,4.38e-05,0.1,0.417,107.634,5OHDU9Lt7azoXlzJFSSJxJ,151080,Nwoke Esike (Interlude),0
0.554,0.685,-7.529,0.218,0.356,0.0,0.0798,0.432,198.186,1Ss5QjczHsdYkvNsiBmoqS,140606,Instagram,0
0.72,0.744,-8.17,0.0332,0.289,5.39e-05,0.171,0.373,109.007,7jDMQi5XZooBgF5i7m3DBo,202861,Phenomena,2
0.503,0.919,-5.228,0.0693,0.022,0.0533,0.0626,0.746,127.904,2WHM3orrvvqziSkG0xp8sy,322210,Fuji Vibe,1
0.507,0.505,-9.433,0.1,0.5,9.62e-06,0.111,0.252,116.168,4Tgt15dD8P2m68HYxA8DCG,143882,Maria,0
0.743,0.685,-7.981,0.106,0.113,0.0,0.526,0.555,154.07,6qS9yoAUIXNfno5t4YLQdn,202597,Risk,2
0.764,0.804,-5.885,0.116,0.114,0.0147,0.205,0.331,115.028,75c5cm8y5Fzb6aTZM3MOpN,166957,Bahamas,0
0.691,0.799,-6.873,0.0657,0.576,0.0,0.295,0.972,107.987,7FB5261Iv3MRbSz13HYP5l,123333,Different Pattern,0
0.795,0.792,-5.589,0.0612,0.337,2.46e-06,0.259,0.692,112.988,36GYWNzc0MwGSSmXZLP6bX,199767,iseoluwa,2
0.9,0.456,-16.31,0.0689,0.215,0.931,0.121,0.283,115.982,45eArmaTp7V4cN4CJvRV72,103508,HAUSAPIANO,0
0.547,0.577,-11.177,0.0925,0.679,5.74e-06,0.0914,0.939,101.068,3eBKDleW7uifghc9C6ggTy,154056,Carry Go,0
0.774,0.847,-5.614,0.1,0.67,0.0,0.149,0.891,121.857,5oUDNEJSEjsVT7LeWya4Gv,113720,HEHEHE,0
0.751,0.652,-6.122,0.0582,0.263,0.227,0.0826,0.349,119.039,664mVcYRMDsVnOg95R71Ti,140367,Moving,0
0.728,0.629,-7.935,0.301,0.541,1.54e-06,0.123,0.824,126.956,5wKKqwuoee1M9jhFcRpS1D,148235,My Dealer (Remix),0
0.562,0.903,-4.778,0.126,0.2,0.0,0.249,0.313,113.984,7i4m8FybgjufzfvhO7gAKf,205879,Wave,2
0.584,0.528,-8.829,0.343,0.658,0.00566,0.13,0.283,102.067,2LP8KwtvzUx1onvXKQCoKR,171089,WOTOWOTO SEASONING (feat. Black Sherif),2
0.399,0.72,-6.059,0.345,0.175,0.000262,0.249,0.302,179.973,10tuqT05957Cs0VIS2GGaZ,170760,Grateful,2
0.533,0.425,-8.427,0.152,0.692,0.000158,0.118,0.464,81.084,3n7kzSJ246VvIe4lRmxV9X,182976,Worldwide,2
0.718,0.897,-5.701,0.164,0.153,0.0,0.881,0.912,123.138,4K5lYtD8r6OFRbzWc6MwCS,148226,AZAMAN,0
0.656,0.815,-9.552,0.142,0.376,0.0,0.0808,0.657,113.913,14zDAubc9qkYJHBYThgzc8,154560,Time Of My life,0
0.668,0.766,-5.596,0.338,0.217,1.81e-05,0.113,0.573,235.907,6IEYlownuHoYdpMikoyj58,197155,Mentally,2
0.569,0.5,-4.482,0.239,0.183,0.0,0.148,0.118,116.058,4jcrO2T6XJ1B7hXsAEJ3ve,218657,Pidgin & English,2
0.786,0.757,-8.05,0.149,0.416,5.39e-06,0.0951,0.879,109.986,6l7opVclJEHReImCPkMc5o,176333,Stubborn (with Asake),2
0.822,0.897,-6.536,0.0853,0.0315,0.395,0.0863,0.698,115.023,0WeU5EfNFu1wmlmCdMNDEJ,179478,Metaverse,2
0.763,0.754,-5.538,0.0761,0.256,0.000463,0.19,0.592,115.099,25KjMlA0KAwRKS9JuT1NSq,220135,Suru (feat. Stormzy),2
0.8,0.898,-4.622,0.123,0.539,0.0,0.113,0.67,114.928,1gc2RyrBm1PYdSnG65yuAl,169880,BENIN BOYS,0
0.707,0.711,-7.687,0.0792,0.623,0.137,0.107,0.7,113.977,5obTyAhp9xms15FjibgrBy,171386,Mood,2
0.695,0.664,-5.569,0.128,0.262,0.0,0.276,0.807,96.029,6VX4hVDmDMfClxp6EwDNQP,168407,Bad Vibes (feat. Seyi Vibez),0
0.824,0.592,-7.599,0.0448,0.674,0.0617,0.121,0.754,108.081,1Cek6PV24GtEk4GDWqFbCk,182222,Asylum,2
0.843,0.816,-5.327,0.0416,0.0735,0.000324,0.103,0.615,111.985,3varTiHGif7hoPSflFz0pQ,140166,Paris,0
0.823,0.571,-5.204,0.0969,0.106,0.0,0.0919,0.385,110.027,3LuSjVLN13xR6WO01Mv5ta,192000,Shut Up,2
0.747,0.563,-6.224,0.0391,0.765,0.000114,0.292,0.701,106.925,6oNuASyQEzd7Z6VsF1hKNG,180486,Aseda,2
0.727,0.764,-6.252,0.0586,0.404,0.00347,0.115,0.844,142.936,6HWx6dqKPfThbHIt79oBus,154423,Canopy,0
0.644,0.663,-7.217,0.303,0.154,0.0,0.0793,0.53,111.846,0hhOltFiPTK40diKYu2mU2,222222,EKELEBE (feat. ODUMODUBLVCK),2
0.699,0.624,-6.527,0.0314,0.455,0.21,0.2,0.774,103.089,5JGGx9Lv5VqXSGsuiOtIfZ,172487,Puul,2
0.716,0.489,-7.044,0.112,0.757,0.0,0.19,0.614,82.038,55KVk0sFWI7ZJ2WoqOO5E0,189730,Effiakuma Broken Heart,2
0.768,0.607,-6.846,0.0426,0.0251,0.000114,0.414,0.689,100.013,3JozQbIWMHBTKIghXKehVy,157200,Commas,0
0.848,0.756,-6.75,0.06,0.468,3.33e-05,0.39,0.963,112.506,40DXzavXgkYtRAEORgJhZb,169600,No Competition,0
0.657,0.627,-7.414,0.0446,0.797,0.0,0.331,0.763,110.083,6wCcutlZ6e5ZqGRHT90gTH,205774,Journey,2
0.754,0.63,-7.699,0.252,0.768,0.00792,0.129,0.615,104.94,6ilwDSiCw5N9108ykDjvf1,203430,Abronoma,2
0.753,0.54,-10.771,0.0989,0.72,0.0329,0.332,0.772,122.024,1toPx3Ekrax1CIGIBJIgLf,161156,Bad Feeling,0
0.58,0.594,-7.229,0.317,0.162,0.0,0.101,0.52,114.748,5mhM7bfzv52bzfCzlq8vH1,221217,Ngozi,2
0.619,0.429,-9.2,0.0682,0.863,0.0,0.126,0.197,97.188,3XFc1Q32ssmKglaZKI5iTI,200870,Fallen Angel,2
0.878,0.722,-6.917,0.0473,0.366,0.00311,0.141,0.57,117.967,1IMRi5UVOV77PsAgdWDvzh,136133,Egwu,0
0.889,0.481,-9.875,0.163,0.0551,0.0,0.101,0.634,113.0,4CTSTtkpRP7Lx82o7o08G4,135930,Young Boy,0
0.417,0.631,-7.498,0.0911,0.637,0.000569,0.163,0.344,103.991,3kkuduvNylAGQklZkrqZJT,156000,December,0
0.872,0.53,-10.426,0.147,0.692,0.000358,0.335,0.779,140.005,0c6cJ10SmaO6Ev4XVWIi5Z,164845,Boom Boom,0
0.642,0.701,-7.194,0.356,0.462,3.1e-06,0.125,0.705,119.022,7a3qrGeR5aJZuZFb7fRQ9H,160036,Free My Mind,0
0.873,0.784,-4.148,0.0456,0.0243,0.0085,0.0617,0.886,119.964,5gL8d9dzG8wU4BYgJOGy0B,176000,Monica,2
0.578,0.778,-5.672,0.158,0.147,0.0,0.135,0.318,94.079,5JL5FbKStegRpZc7OCeRnc,222882,January 9th,2
0.679,0.603,-5.663,0.0389,0.382,0.0,0.175,0.491,101.972,0vKCeI0yetwp5BfBNihg3o,236000,Odo Bi Ye Bad,1
0.823,0.414,-10.842,0.0625,0.469,0.0327,0.129,0.493,113.973,5vqLQ8nrejrMf591htfM5u,186154,Holy Ghost,2
0.55,0.53,-5.607,0.0658,0.564,0.000339,0.11,0.547,117.061,3MZroQuOzlxZpVYWvWGHHz,183298,Questions,2
0.684,0.636,-6.795,0.121,0.634,0.000188,0.122,0.526,118.827,1zpXHc5Re0JE3BEYnXeeXW,137143,Why,0
0.557,0.462,-7.041,0.162,0.912,0.0,0.102,0.477,168.563,5P7d1cYRk786etl1Jbwpk5,180938,LONELY ROAD,2
0.679,0.796,-2.739,0.124,0.501,4.85e-06,0.0965,0.742,203.984,0x7K0Gxgm4rNPB5Kx12Bvn,164706,Likor (feat. Stonebwoy),0
0.53,0.844,-8.214,0.211,0.462,0.0,0.123,0.834,134.977,2khv04F26pnJr4989Maowi,143111,Twe Twe,0
0.871,0.613,-8.114,0.0685,0.187,6.18e-05,0.0832,0.873,104.02,1rHPk2p3MQTh2wloo3P9zE,181063,Perfect Combi,2
0.778,0.801,-7.326,0.106,0.692,0.000155,0.0912,0.914,104.986,5ZtK8XAVnoaGdBXZWCEVCY,157714,Lonely At The Top,0
0.81,0.664,-5.089,0.0338,0.545,0.000892,0.183,0.626,140.047,2iKAPCfb9kDYx82DA10D5z,194100,Fly Girl,2
0.623,0.662,-8.83,0.259,0.644,0.0,0.143,0.509,175.368,3r256b0OBDc0Shy4rhmbX5,196951,Otan,2
0.825,0.616,-7.585,0.138,0.0652,0.0,0.131,0.596,100.008,1OX1aWd5WTavFuOXZ7k6Q5,153347,City Boys,0
0.89,0.593,-6.168,0.118,0.268,0.000929,0.106,0.536,104.993,2N9w3FacGQIN18o0DeFO1X,206051,Kwaku Ananse,2
0.553,0.479,-8.732,0.21,0.698,0.0259,0.146,0.589,74.39,4pPjtltszSbjBFzM0KCEqs,182047,Ting Ting,2
0.653,0.717,-6.661,0.0651,0.0883,2.71e-06,0.109,0.432,99.754,1xet6MZrk4Zr5ebis0EF1Q,176200,Run Away (OMALICHA),2
0.504,0.511,-9.472,0.101,0.438,0.00305,0.122,0.731,150.588,6cYUGGEDcAouyCx8LJk8SG,174717,Only You,2
0.91,0.844,-4.224,0.0735,0.075,1.22e-05,0.0297,0.876,113.027,6BWgLorAwF17ofyu8361HM,129123,Cast,0
0.738,0.783,-6.879,0.0352,0.281,0.0144,0.372,0.846,114.026,6m71O5AaaMUJoqbIGfnILk,166312,Sneaky,0
0.469,0.432,-8.116,0.168,0.787,3.51e-06,0.128,0.604,153.031,2Yi3XIg9MQAwAlTDCoSumI,192000,Bad Boy,2
0.873,0.536,-5.056,0.0404,0.178,0.00582,0.0925,0.654,109.935,2RlQiNWMoTNx7JLO9ltAhn,174545,Abena,2
0.72,0.667,-7.753,0.232,0.0965,0.0,0.0678,0.477,81.506,1ZBoY6ta9ANMD19SGsp7JN,176692,Zero,2
0.837,0.831,-6.21,0.08,0.0923,0.176,0.0819,0.529,111.978,1mk8ZC9OeTZMr8Wy31LqRj,154513,FEEL,0
0.534,0.773,-6.656,0.368,0.437,4.02e-06,0.328,0.546,117.184,4o6TEYwkjtApnTjui3qiIK,213909,Nobody Knows Tomorrow,2
0.787,0.764,-7.606,0.128,0.747,0.000133,0.254,0.614,111.941,3Kc2ZkX5CjmoaOSIi1kyh2,148651,Danger,0
0.726,0.837,-6.823,0.0894,0.0761,0.0661,0.222,0.414,113.992,320cXn7htYGuAzNyxLDs3M,136842,Rent Free,0
0.842,0.666,-7.03,0.0806,0.279,0.0,0.125,0.77,113.006,31xrHbZvVdb7AusTjQ4aYn,191143,Case - Remix,2
0.786,0.657,-7.124,0.0465,0.354,2.51e-05,0.0806,0.85,135.036,1UcrPc3sarXiVaoYelfLbU,174486,Hosanna,2
0.857,0.564,-11.427,0.0566,0.0103,0.178,0.0187,0.505,112.014,54seQV7MCcppBrznALCdlT,390000,"Tshwala Bam (feat. S.N.E, EeQue)",3
0.819,0.588,-7.52,0.0455,0.558,8.47e-05,0.113,0.705,111.006,12jJRu9yInIX7oTxoXtM0S,175131,Lomo Lomo,2
0.916,0.72,-8.548,0.1,0.36,0.00016,0.0958,0.761,103.314,5O4erNlJ74PIF6kGol1ZrC,237000,Could You Be Loved,1
0.667,0.624,-6.607,0.0304,0.228,0.0,0.0994,0.695,138.035,1L11wTHNYH8obN9U7fCwuy,226187,Best of Me,2
0.749,0.849,-5.761,0.0544,0.0299,0.000168,0.115,0.959,145.169,5uPYEStMW3KsXnnLV7iCTw,244253,Johnny B. Goode - 2002 Remaster,1
0.728,0.752,-5.412,0.104,0.178,0.0,0.152,0.603,91.939,2Ia1yLjMXjNoGGqXb9rDHj,236898,Reggae en el Universo,1
0.782,0.43,-14.285,0.363,0.175,0.000294,0.0603,0.89,72.339,7vp89zcbYncoBCbX5HA3tZ,166773,Dream Land,0
0.634,0.702,-3.557,0.0898,0.424,0.0,0.339,0.716,127.899,0Nb25RVViGcI4n0LBNrK4W,247035,Second Chance,1
0.81,0.618,-10.581,0.0382,0.0139,0.000254,0.0296,0.804,120.063,2RcbRwAFUxaiO3rszuEqsz,194723,I Can See Clearly Now,2
0.857,0.655,-4.06,0.0412,0.031,0.000528,0.115,0.786,122.062,2Wwu9dUOFgh6n8RZbicU3f,256373,Ahora Lo Sé,1
0.765,0.555,-7.579,0.374,0.409,2.04e-06,0.073,0.828,77.834,25ugoarRZ6IaZegrjNxGOx,197667,"Get Up, Stand Up",2
0.817,0.598,-6.588,0.161,0.016,0.0,0.0836,0.844,81.002,3G2JE7DiHUhEizVPLiU0vw,229057,Red Gold and Green,2
0.775,0.551,-6.588,0.281,0.152,0.0,0.145,0.529,153.957,1xulzoD8FGNwfqe4ot9fDT,207273,Love And Mercy,2
0.707,0.716,-8.962,0.0879,0.057,4.25e-06,0.36,0.966,154.118,4VK6BFsd38Gl9jDuLdPMZw,222600,Your House,2
0.795,0.415,-10.466,0.153,0.127,8.76e-06,0.0669,0.821,76.28,0dO79bdqpF4yl3Hpms8Eu7,265880,Cool and Calm,1
0.704,0.515,-6.053,0.112,0.0391,3.37e-06,0.0606,0.517,135.374,1ReBkgmpiYC1HnQMH1f1BW,304261,Rasta Nuh Gangsta - Short Mix,1
0.826,0.49,-10.477,0.0676,0.00916,4.41e-06,0.0415,0.627,74.128,75FYqcxt1YEAtqDLrOeIJn,180267,Three Little Birds,2
0.715,0.578,-7.54,0.102,0.00354,9.59e-05,0.301,0.918,74.349,34nNIDXjXDkaSghgY8XJTF,163920,Better Must Come,0
0.71,0.728,-4.736,0.0873,0.153,0.0,0.145,0.859,133.999,4MbHdE6u1WVqqzwbHLkKUL,208893,That's Not True,2
0.575,0.687,-5.465,0.0751,0.614,6.09e-06,0.137,0.519,127.043,23sdZgBlHvaHJcfOLu2PgZ,234331,Lowe Mi,1
0.88,0.564,-6.431,0.0498,0.0786,0.0,0.0565,0.83,99.019,5N0lcnJTtKj4wNDvurHige,225600,True To Myself,2
0.852,0.564,-6.409,0.181,0.0337,0.0,0.0546,0.766,73.241,70A4fwnfHIok2WsdKY7X0P,234800,Cool Runnings,1
0.825,0.433,-13.085,0.337,0.0585,0.0,0.0618,0.687,127.686,0GGPUysb8GpCG76dQH63te,200960,The International Herb,2
0.547,0.694,-2.984,0.0411,0.00388,0.0,0.23,0.532,167.578,2C6JGwgXp5W9yPi21dBHsw,254867,Soul Provider,1
0.824,0.366,-10.96,0.145,0.039,0.106,0.0403,0.895,73.949,4DQttwipnILl88cru3BRZx,249533,Night Nurse,1
0.718,0.595,-5.632,0.263,0.105,1.03e-05,0.0745,0.634,185.025,1Bsl6Jw7bJtQ4pc7OQREog,294787,Hey Baby,1
0.667,0.585,-4.963,0.141,0.318,0.0,0.065,0.627,83.931,4pbQqdxHDI1oJpKxEfHxvq,230107,Deeper,2
0.794,0.57,-7.753,0.0645,0.0197,0.014,0.104,0.575,143.977,7HXcSZsNnjm5HV49Rlk7n4,267360,I Wish You Were Here,1
0.626,0.633,-4.912,0.277,0.173,0.0,0.122,0.681,150.185,0IBUroB5TKH5hNmYrlxvh8,217027,Blessings - feat. Alborosie,2
0.787,0.728,-7.705,0.218,0.0124,0.0,0.157,0.94,173.026,1SssFw74DdHVjRa6ADggdD,227067,Sweat (A La La La La Long),2
0.737,0.493,-9.599,0.184,0.101,1.18e-05,0.305,0.533,80.933,5vNKYqDA0jFnhf7KoeBhuD,363867,Jah Jah Know,3
0.776,0.561,-8.375,0.103,0.111,0.0,0.067,0.743,122.246,6JRLFiX9NJSoRRKxowlBYr,232200,Is This Love,2
0.604,0.771,-6.591,0.0609,0.0876,0.0,0.716,0.7,94.161,6yalDzJGNoUQ2qSDlAdqU8,288600,"King Without a Crown - Live at Stubb's, Austin, TX - February 2005",1
0.628,0.571,-12.289,0.0632,0.0133,6.37e-05,0.774,0.498,138.551,4GYVL5ooMwrpKNyIf2NPTJ,414573,Iron Lion Zion,3
0.886,0.402,-12.524,0.196,0.0315,0.000739,0.0873,0.631,124.186,4w7ntJRwgGpjnBqY9FykQS,176000,Country Boy,2
0.671,0.255,-10.743,0.0387,0.608,0.0,0.0737,0.694,115.873,26PwuMotZqcczKLHi4Htz3,233560,Redemption Song,1
0.81,0.402,-13.881,0.283,0.0485,0.0,0.0513,0.894,78.651,4g8NBTmntmIr12tt4zJl7j,190640,Reggae Ambassador,2
0.801,0.641,-9.355,0.173,0.34,4.5e-05,0.0693,0.741,96.96,5uBKhKWTJ4E47rcLQqu3YH,279720,I Shot The Sheriff,1
0.911,0.429,-15.206,0.117,0.0238,1.86e-06,0.0608,0.808,118.026,6IvCfEDx144Whfy0RWUdO3,323040,Handsworth Revolution,1
0.755,0.537,-6.651,0.29,0.062,0.0,0.106,0.885,73.618,34pB4FSvt545dwYbpbRkgd,231187,Back Staba,2
0.71,0.589,-11.933,0.167,0.068,4.38e-06,0.176,0.65,144.601,73lYI49LhfsscO33ohrGN0,279360,Legalize It,1
0.787,0.591,-4.075,0.0875,0.173,0.0,0.0236,0.707,81.025,41r3Hd6pRHg4YKA6cACcDQ,253400,Why Am I A Rastaman?,1
0.807,0.459,-9.577,0.0358,0.218,9.97e-06,0.0866,0.889,101.029,7K1QvbTr4KqK8Np5SpFC6S,220413,Beach in Hawaii,2
0.87,0.299,-13.409,0.248,0.122,0.0514,0.0926,0.933,75.895,4llIZen1Cn4mi3DJm2Lqlz,317360,Cool Down The Pace,1
0.864,0.596,-5.603,0.251,0.0273,0.0,0.181,0.72,122.139,5wgy309XNqFkqj8MMDquvj,225333,Break Us Apart,2
0.895,0.571,-8.636,0.0501,0.208,0.0,0.0781,0.933,128.171,1Pao4DTLMB4gJPTnqmLgSQ,158893,You Can Get It If You Really Want,0
0.796,0.669,-6.333,0.0912,0.107,0.000113,0.0891,0.96,147.367,2ocFan1CsWNJqdaIdv2Uux,294000,Cocody Rock,1
0.781,0.722,-8.376,0.0667,0.236,0.000398,0.077,0.533,87.858,0qeKzbUsW0V4ZWRJrHNiD3,229375,Bad Boys (Theme from COPS),2
0.703,0.336,-15.422,0.334,0.0937,0.0258,0.0447,0.712,73.911,5MKYnizdhDDik45mEncVXu,310707,Fighting Against Conviction,1
0.841,0.485,-9.427,0.0851,0.228,0.000112,0.086,0.565,122.111,2M3kpGBrnU6mebuyGGRf9M,423707,Babylon Rule Dem,3
0.857,0.537,-7.392,0.242,0.153,0.0,0.101,0.737,143.757,0t1uStHetivmybat71m0Lv,274467,My Master's Will,1
0.774,0.64,-6.614,0.1,0.00461,0.0,0.0868,0.665,136.427,4ueq6n73MAh23KMabKrpI0,209187,Two Sevens Clash,2
0.768,0.553,-9.763,0.0791,0.148,0.000582,0.0468,0.913,74.625,47xiNPXTejYCbgdyjfm08m,293440,Sponji Reggae,1
0.7,0.473,-9.893,0.0687,0.129,0.000891,0.0452,0.578,91.558,30ELPvO4DH57Rq2kgj7a8e,207000,Marcus Garvey,2
0.821,0.612,-7.013,0.0637,0.101,0.000202,0.0368,0.864,137.46,7nPMsFa65oZMAUHNuTmTVP,164907,Act Of Affection,0
0.886,0.522,-7.971,0.173,0.0477,0.00108,0.207,0.79,82.439,34zWZOSpU2V1ab0PiZCcv4,229160,Uptown Top Ranking - Remastered 2001,2
0.837,0.382,-10.726,0.052,0.33,6.14e-05,0.127,0.56,139.042,5p3kVMB5spe9fY9CKNAiRm,197200,Right Time - 2001 Digital Remaster,2
0.457,0.409,-13.142,0.307,0.252,0.000339,0.128,0.724,77.545,1Nexwafw2aRZGxFaNiDz7e,209427,Satta Massagana,2
0.779,0.533,-14.152,0.0535,0.272,0.159,0.13,0.944,142.495,4PKri4OX2AB2RXj95Y9ZgB,211467,Book Of Rules,2
0.754,0.459,-5.947,0.11,0.00834,0.0,0.0742,0.829,78.079,6dFOwtd9iBMERardJvsIxY,251027,She's Royal,1
0.672,0.711,-4.652,0.316,0.14,0.0,0.151,0.759,86.808,3u25dhBZ80h0TFewO29Wqb,221867,Cant Satisfy Her,2
0.918,0.393,-16.088,0.15,0.0314,0.000153,0.0269,0.803,131.84,2Jko3yQgktaKnFcmyLv3g7,267827,1865 (96º In The Shade),1
0.774,0.479,-9.597,0.0997,0.142,0.0435,0.121,0.571,87.581,6poNMZtG5pVRDrdhldqooN,251853,Inner City Blues,1
0.913,0.461,-8.361,0.059,0.237,5.86e-06,0.0888,0.979,110.189,2Zw5FtdFtvKWg4h44GOv3R,170293,Bad Card,0
0.892,0.144,-20.142,0.118,0.168,0.108,0.0474,0.591,132.73,6ov8WwVdJz9HLRyTaNubqk,183533,Cool Rasta,2
0.775,0.652,-7.881,0.0583,0.149,0.18,0.0458,0.671,137.866,155vJ1VsYZ87Gldi1gNss8,255800,Hail H.I.M - 2002 Remastered Version,1
0.72,0.413,-8.844,0.357,0.00565,2.56e-06,0.138,0.814,69.648,7IBIZHonObtZG33pkVZZkg,197733,Big Ship,2
0.794,0.539,-11.468,0.0757,0.418,0.272,0.143,0.869,90.111,7nnxlucFOovCdayN8JcrVZ,238587,Put It On,1
0.827,0.601,-8.828,0.0636,0.0343,2.67e-05,0.0565,0.83,97.548,2rahWhhubhQMhG6coo7Vu9,195733,Kaya,2
0.922,0.64,-6.109,0.169,0.0431,0.00029,0.351,0.81,129.861,4cRKRoRfVKEulJuzxfrGwL,271307,Herb Is The Healing,1
0.82,0.499,-9.813,0.0659,0.00671,0.000266,0.0669,0.885,148.565,60zX4sLQdchuhi72TgmbKk,385187,Downpressor Man,3
0.768,0.657,-6.423,0.109,0.205,5.49e-05,0.149,0.974,75.737,62cKrKakP4ef6zKh3k3YOy,304400,Afriki,1
0.788,0.485,-11.328,0.0777,0.0938,0.000507,0.0833,0.744,138.395,2cYAd7BJIOj4Y0pU5Pyesc,283067,Who The Cap Fit,1
0.741,0.436,-13.471,0.335,0.0452,2.06e-05,0.15,0.871,132.902,77Qzu89S9qUjkIrF0G04dF,301800,I A Rebel Soul,1
0.462,0.918,-6.194,0.0799,0.319,0.191,0.0504,0.871,191.503,3dSrZUvO2Ec2dxT3XLcGFb,479027,Mama Africa - 2002 Remaster,3
0.789,0.376,-11.737,0.0541,0.831,0.00356,0.107,0.878,106.763,7gcelChzsWoGRMwvk6scnQ,239760,River of Babylon,1
0.791,0.481,-9.39,0.124,0.0649,1.47e-06,0.0247,0.926,146.032,2PyDqCtFcXsucZqTF4rE3i,269547,I Am That I Am,1
0.901,0.478,-7.39,0.237,0.12,1.05e-05,0.165,0.828,121.244,3Ui4BMHapr00Iul1kB7lHC,231773,One Drop,2
0.904,0.866,-7.735,0.105,0.144,0.0,0.311,0.815,100.043,64R5nJZvyvIynP0bPnLYgV,223920,La cola less,2
0.842,0.69,-6.629,0.176,0.121,4.18e-06,0.416,0.876,85.965,67v6edtYPUYnzaElq4U37Q,357619,"Saca, Prende y Sorprende",3
0.65,0.767,-7.688,0.0458,0.108,0.0,0.0879,0.536,122.749,0vrKBjEBQAVn3sdhIXmpHE,187357,Terug In De Tijd,2
0.759,0.676,-10.074,0.0383,0.141,0.0,0.0875,0.71,111.968,31EsbpCFl01yQtLncNdjSz,141562,Industry Plant,0
0.815,0.481,-9.787,0.247,0.171,0.00591,0.0666,0.649,130.168,6eldmQ56gAtXN55c7MuH8N,166154,Vaag - REMIX,0
0.607,0.884,-5.143,0.0351,0.119,0.0,0.217,0.657,125.982,2AeMy7dwvoPuof6xDmncUP,157262,Ushuaia,0
0.483,0.776,-4.584,0.0665,0.15,0.0,0.0709,0.519,128.036,02nm2yGw7BygWmRcbFhAlC,142500,Gaan We Weg?,0
0.421,0.283,-12.011,0.054,0.629,0.0,0.357,0.112,100.119,7DGeMF5q4UHXYyElvAiO2j,180010,Dat Is Het Leven,2
0.875,0.553,-9.142,0.226,0.138,2.97e-06,0.144,0.43,129.976,1HGov7XAwy9vx6upqGvPEc,147692,Modeshow,0
0.604,0.863,-6.164,0.117,0.266,4.48e-06,0.244,0.402,139.951,6vDxjNLrehdIkaHQ8nMkaF,154625,Ik Haat Hem Voor Jou,0
0.688,0.513,-5.97,0.0342,0.536,0.0,0.134,0.168,106.984,6ifKXZTqAuLA35TGCVuGBU,174953,Ik Wil Dat Je Liegt,2
0.577,0.882,-4.056,0.0505,0.0172,0.0,0.0697,0.637,136.168,4xTjO1NgHBEbINFUQ9Kgao,180778,"Zoet, Zout, Zuur",2
0.68,0.721,-4.379,0.188,0.123,0.0,0.162,0.244,125.963,1LY3GhF0zxIVgbYEQjCbUO,185238,The Sound of Silence - CYRIL Remix,2
